"ROW_ID","ROW_VERSION","pmcid","synid","context"
"2126","16","pmc:PMC4568441","syn1761567","ww.synapse.org/#!Synapse:syn1761567/wiki/56224 ). Supplement"
"2127","16","pmc:PMC4568441","syn1840307","ww.synapse.org/#!Synapse:syn1840307 . Software and statistic"
"2128","16","pmc:PMC4568441","syn1840307","ww.synapse.org/#!Synapse:syn1840307/wiki/231104 ). The file"
"2129","16","pmc:PMC4568441","syn1761567","e available in Synapse ( syn1761567 ). Supplementary informa"
"2130","16","pmc:PMC4583708","syn4594507","ww.synapse.org/#!Synapse:syn4594507 2 Experimental design, m"
"2131","16","pmc:PMC4600750","syn1729383","ile range, as defined in syn1729383), suggesting that the CT"
"2132","16","pmc:PMC4600750","syn1855816","f. 57 ), downloaded from syn1855816, and the Pan-Cancer data"
"2133","16","pmc:PMC4600750","syn1710680","cer data downloaded from syn1710680. Supplementary Figure 14"
"2134","16","pmc:PMC4615893","syn1713807","ww.synapse.org/#!Synapse:syn1713807 ). Because GISTIC calls"
"2135","16","pmc:PMC4615893","syn1729383","ww.synapse.org/#!Synapse:syn1729383 ). Attention was restric"
"2136","16","pmc:PMC4627418","syn2384331","ww.synapse.org/#!Synapse:syn2384331/wiki . 4. Shalem O Sanja"
"2137","16","pmc:PMC4636487","syn1710466","lgorithm 20 (doi:10.7303/syn1710466.2). As seen in Supplemen"
"2138","16","pmc:PMC4636487","syn2623706","e platform ( doi:10.7303/syn2623706 ). Additionally, scripts"
"2139","16","pmc:PMC4636487","syn2623706","sion codes - doi:10.7303/syn2623706 : normalized gene expres"
"2140","16","pmc:PMC4643971","syn1729383","[ 49 ], accession number syn1729383. These data initially we"
"2141","16","pmc:PMC4697768","syn2813581","ww.synapse.org/#!Synapse:syn2813581 Accessed December 15, 20"
"2142","16","pmc:PMC4712342","syn3168763","ww.synapse.org/#!Synapse:syn3168763 . We focused on brain sa"
"2143","16","pmc:PMC4747795","syn1729383","ww.synapse.org/#!SYNAPSE:syn1729383 ). For a subset of CLL p"
"2144","16","pmc:PMC4776701","syn5511429","ttp://dx.doi.org/10.7303/syn5511429.1 Synapse Bot B. M. 2016"
"2145","16","pmc:PMC4776701","syn5511433","ttp://dx.doi.org/10.7303/syn5511433.1 Synapse Bot B. M. 2016"
"2146","16","pmc:PMC4776701","syn5511432","ttp://dx.doi.org/10.7303/syn5511432.1 Synapse Bot B. M. 2016"
"2147","16","pmc:PMC4776701","syn5511434","ttp://dx.doi.org/10.7303/syn5511434.1 Synapse Bot B. M. 2016"
"2148","16","pmc:PMC4776701","syn5511439","ttp://dx.doi.org/10.7303/syn5511439.1 Synapse Bot B. M. 2016"
"2149","16","pmc:PMC4776701","syn5511444","ttp://dx.doi.org/10.7303/syn5511444.1 Synapse Bot B. M. 2016"
"2150","16","pmc:PMC4776701","syn5511449","ttp://dx.doi.org/10.7303/syn5511449.1 The authors wish to ac"
"2151","16","pmc:PMC4783890","syn1695378","via the Synapse project (syn1695378) [ 48 ]. Only primary tu"
"2152","16","pmc:PMC4792174","syn2289125","re available on Synapse (syn2289125), an open source platfor"
"2153","16","pmc:PMC4792174","syn4847184","eposited on Synapse (ID: syn4847184). To calculate peptide i"
"2154","16","pmc:PMC4792174","syn2289125","accessed on Synapse (ID: syn2289125). Data Records Quantific"
"2155","16","pmc:PMC4792174","syn2289125","h the dataset identifier syn2289125 (Data Citation 2). In to"
"2156","16","pmc:PMC4792174","syn2289125","aborative data analysis (syn2289125), including data tables"
"2157","16","pmc:PMC4792174","syn4725236","able can be found at ID: syn4725236. Each ProTurn analysis c"
"2158","16","pmc:PMC4792174","syn4720849","is uploaded at Synapse (syn4720849). Each record is in stan"
"2159","16","pmc:PMC4792174","syn2289125","tp://doi.org/doi:10.7303/syn2289125 ). Use case 1: Turnover"
"2160","16","pmc:PMC4792174","syn2289125","tp://doi.org/doi:10.7303/syn2289125 ) to support targeted qu"
"2161","16","pmc:PMC4792174","syn4725236","r rate tables (e.g., see syn4725236 for an index of result f"
"2162","16","pmc:PMC4792174","syn2289125","ttp://dx.doi.org/10.7303/syn2289125 figshare Lau E. 2016 htt"
"2163","16","pmc:PMC4792174","syn4847184","ttp://dx.doi.org/10.7303/syn4847184.2 This work was supporte"
"2164","16","pmc:PMC4801060","syn2580853","Consortium (doi:10.7303/syn2580853) involving a larger coho"
"2165","16","pmc:PMC4801060","syn3157743","NA sequencing study (ID: syn3157743, accessed at https://www"
"2166","16","pmc:PMC4801060","syn3157743","ww.synapse.org/#!Synapse:syn3157743 ) We focused on samples"
"2167","16","pmc:PMC4801060","syn2580853","accessed at doi:10.7303/syn2580853. Additional information"
"2168","16","pmc:PMC4801060","syn3157743","ww.synapse.org/#!Synapse:syn3157743 , Publicly available at"
"2169","16","pmc:PMC4801060","syn3157743","ge Portal (Accession no: syn3157743). Zhang R , Lahens NF ,"
"2170","16","pmc:PMC4826206","syn1710282","e.org , accession number syn1710282). DNA copy number data w"
"2171","16","pmc:PMC4826543","syn2820433","ww.synapse.org/#!Synapse:syn2820433/wiki/71017 ). IVIg is a"
"2172","16","pmc:PMC4837986","syn1876068","ww.synapse.org/#!Synapse:syn1876068/wiki/232963 ). DREAM8.5"
"2173","16","pmc:PMC4854847","syn1720047","through Synapse under ID syn1720047 . Supplementary Informat"
"2174","16","pmc:PMC4856034","syn2177211","ww.synapse.org/#!Synapse:syn2177211. Supplementary Table 1:"
"2175","16","pmc:PMC4856318","syn1688369","s Illumina HTv3 Synapse: syn1688369 BRC3 Oslo 10809 184 0 Ye"
"2176","16","pmc:PMC4856318","syn1688370","s Illumina HTv3 Synapse: syn1688370 LUAD1 TCGA 17022 504 57"
"2177","16","pmc:PMC4856318","syn1688369","ccessed through Synapse (syn1688369, syn1688370). All probes"
"2178","16","pmc:PMC4856318","syn1688370","ugh Synapse (syn1688369, syn1688370). All probes were then f"
"2179","16","pmc:PMC4862938","syn2580853","ww.synapse.org/#!Synapse:syn2580853 ), and can be accessed w"
"2180","16","pmc:PMC4862938","syn4560807","accessed with synapse ID syn4560807. We thank the Mount Sina"
"2181","16","pmc:PMC4862938","syn2580853","accessed at doi:10.7303/syn2580853 . Author contributions M"
"2182","16","pmc:PMC4862938","syn2580853","ww.synapse.org/#!Synapse:syn2580853/wiki/ doi:10.7303/syn258"
"2183","16","pmc:PMC4862938","syn2580853","580853/wiki/ doi:10.7303/syn2580853, 2015 . Lansbergen G, Ak"
"2184","16","pmc:PMC4864925","syn1729383","e Synapse repository (ID syn1729383). We removed 91 hyper-mu"
"2185","16","pmc:PMC4884363","syn2133322","Synapse Commons archive (syn2133322; https://www.synapse.org"
"2186","16","pmc:PMC4909715","syn5479902","ble hyperlink Synapse ID syn5479902 ( https://www.synapse.or"
"2187","16","pmc:PMC4909715","syn5479902","ww.synapse.org/#!Synapse:syn5479902 ). CLIP Dataset Mapping"
"2188","16","pmc:PMC4913322","syn2518467","k’s Synapse (doi:10.7303/syn2518467). Discussion We presente"
"2189","16","pmc:PMC4913322","syn1710680","e accession doi: 10.7303/syn1710680.4). We divided mutations"
"2190","16","pmc:PMC4913322","syn2518467","se accession doi:10.7303/syn2518467). OncoScape Data process"
"2191","16","pmc:PMC4916984","syn2820426","w.synapse.org//#!Synapse:syn2820426/wiki/71012 ). Details of"
"2192","16","pmc:PMC4916984","syn2820426","w.synapse.org//#!Synapse:syn2820426/wiki/71013 ). Prediction"
"2193","16","pmc:PMC4924663","syn1729383","ww.synapse.org/#!synapse:syn1729383 and Lawrence et al. [ 32"
"2194","16","pmc:PMC4924788","syn2699097","ww.synapse.org/#!Synapse:syn2699097/wiki/68362 >]. 18 Kornbl"
"2195","16","pmc:PMC4928152","syn2290704","ww.synapse.org/#!Synapse:syn2290704/wiki/64710 ) (ADNI), and"
"2196","16","pmc:PMC4928152","syn2290704","ww.synapse.org/#!Synapse:syn2290704/wiki/64710 . For the ADG"
"2197","16","pmc:PMC4944587","syn2767694","n Figure 2 A (details in syn2767694 ). All lines completed a"
"2198","16","pmc:PMC4944587","syn2679104","or all lines available ( syn2679104 ). The most consistent f"
"2199","16","pmc:PMC4944587","syn2882785","is available at Synapse syn2882785 ). We performed immunost"
"2200","16","pmc:PMC4944587","syn3105726","c loci were identified ( syn3105726 ). Although not signific"
"2201","16","pmc:PMC4944587","syn2731183","uplication or deletion ( syn2731183 ) ( Figure 2 C). This in"
"2202","16","pmc:PMC4944587","syn3107554","mponent analysis (PCA) ( syn3107554 ). Greater variability w"
"2203","16","pmc:PMC4944587","syn3094629","A, and DNA methylation ( syn3094629 ). We identified 355 dif"
"2204","16","pmc:PMC4944587","syn3106206","large number of genes ( syn3106206 ), splicing variants ( s"
"2205","16","pmc:PMC4944587","syn3106266","6 ), splicing variants ( syn3106266 ), methylation probes ("
"2206","16","pmc:PMC4944587","syn3106255","), methylation probes ( syn3106255 ), and miRNAs ( syn31062"
"2207","16","pmc:PMC4944587","syn3106244","n3106255 ), and miRNAs ( syn3106244 ) strongly associated wi"
"2208","16","pmc:PMC4944587","syn3106284","iscovery rate p < 0.05 ( syn3106284 ), including many well-v"
"2209","16","pmc:PMC4944587","syn3107536","C with gene expression ( syn3107536 ). These largely overlap"
"2210","16","pmc:PMC4944587","syn3107535","( Nazor et al., 2012 ) ( syn3107535 ). From these 1,118 prob"
"2211","16","pmc:PMC4944587","syn5565603","endoderm ( Figure S6 E, syn5565603 ). As an improved means"
"2212","16","pmc:PMC4944587","syn1773109","ttp://dx.doi.org/10.7303/syn1773109 ) and/or Supplemental Ex"
"2213","16","pmc:PMC4944587","syn3107327","ripotency marker genes ( syn3107327 ). Data Processing FASTQ"
"2214","16","pmc:PMC4944587","syn1773110","9 ( Kim et al., 2013 ) ( syn1773110 ). Gene-level RPKM (read"
"2215","16","pmc:PMC4944587","syn2247097","miRBase 20.0 reference ( syn2247097 ). Methylation arrays we"
"2216","16","pmc:PMC4944587","syn2677441","( Aryee et al., 2014 ) ( syn2677441 ). Raw data and processi"
"2217","16","pmc:PMC4945830","syn1834618","//www.synapse.org/#!Wiki:syn1834618/ENTITY 16 National Cance"
"2218","16","pmc:PMC4946173","syn3219180","ttp://dx.doi.org/10.7303/syn3219180 . Additional data associ"
"2219","16","pmc:PMC4947162","syn1729383",".org ), accession number syn1729383. These data contain tumo"
"2220","16","pmc:PMC4947162","syn1729383",".org ), accession number syn1729383. All other data is conta"
"2221","16","pmc:PMC4959370","syn1688369","agebase.org, Synapse ID: syn1688369). The other three datase"
"2222","16","pmc:PMC4959370","syn1688369","apse.org/ #, Synapse ID: syn1688369). The other four dataset"
"2223","16","pmc:PMC4980791","syn3168763","ww.synapse.org/#!Synapse:syn3168763 . We focused on brain sa"
"2224","16","pmc:PMC4980791","syn3168763","ww.synapse.org/#!Synapse:syn3168763 . Authors’ contributions"
"2225","16","pmc:PMC4991443","syn1461183","the Pan-cancer project (syn1461183) on Synapse ( http://www"
"2226","16","pmc:PMC4996969","syn3280809","community ( doi:10.7303/syn3280809 ). Performance across pr"
"2227","16","pmc:PMC4996969","syn3280809","the Synapse repository (syn3280809, doi:10.7303/syn3280809)"
"2228","16","pmc:PMC4996969","syn3280809","(syn3280809, doi:10.7303/syn3280809). Additional information"
"2229","16","pmc:PMC5001206","syn1695394","ww.synapse.org/#!Synapse:syn1695394 ). Hence samples or gene"
"2230","16","pmc:PMC5001782","syn1461171","w.synapse.org/#!Synapse: syn1461171 ) ( 19 ). BRCA1/2 mutati"
"2231","16","pmc:PMC5009326","syn3163039","AMP AD Knowledge Portal (syn3163039; https://www.synapse.org"
"2232","16","pmc:PMC5009326","syn2580853","ww.synapse.org/#!Synapse:syn2580853/wiki/77552 ). The origin"
"2233","16","pmc:PMC5009326","syn3157238","AMP AD Knowledge Portal (syn3157238; study number 5, Table 1"
"2234","16","pmc:PMC5009326","syn2580853","accessed at doi: 10.7303/syn2580853. Study data were provide"
"2235","16","pmc:PMC5009556","syn2785778","ww.synapse.org/#!Synapse:syn2785778/wiki/70252 ), 31 computa"
"2236","16","pmc:PMC5013017","syn2580853","ww.synapse.org/#!Synapse:syn2580853/wiki/ ). In a proteomic"
"2237","16","pmc:PMC5022094","syn7058059","ww.synapse.org/#!Synapse:syn7058059 . Results Study design T"
"2238","16","pmc:PMC5027494","syn1703335","ww.synapse.org/#!Synapse:syn1703335 ). The MSK-IMPACT target"
"2239","16","pmc:PMC5028957","syn1688369","napse software platform (syn1688369; Sage Bionetworks, Seatt"
"2240","16","pmc:PMC5050516","syn2290704","ww.synapse.org/#!Synapse:syn2290704/wiki/60828 ( 2016 ). Hen"
"2241","16","pmc:PMC5050516","syn2290704","ww.synapse.org/#!Synapse:syn2290704/wiki/68511 ( 2014 ). Wil"
"2242","16","pmc:PMC5050516","syn2290704","ww.synapse.org/#!Synapse:syn2290704/wiki/70719 ( 2015 ). Ste"
"2243","16","pmc:PMC5058336","syn2954402","certificate (doi:10.7303/syn2954402.2). User approvals are m"
"2244","16","pmc:PMC5058336","syn5478487","ry of terms (doi:10.7303/syn5478487.2) to enable querying of"
"2245","16","pmc:PMC5058336","syn1834618","tical clients (R client: syn1834618, python client: syn17685"
"2246","16","pmc:PMC5058336","syn1768504","n1834618, python client: syn1768504, command line client: sy"
"2247","16","pmc:PMC5058336","syn2375225","04, command line client: syn2375225). Fields, their allowabl"
"2248","16","pmc:PMC5058336","syn5585666","shown here: doi:10.7303/syn5585666.1). Additional Informati"
"2249","16","pmc:PMC5058336","syn2580853","ttp://dx.doi.org/10.7303/syn2580853 Synapse Carrasquillo M."
"2250","16","pmc:PMC5058336","syn2910256","ttp://dx.doi.org/10.7303/syn2910256 Synapse Zou F. 2016 http"
"2251","16","pmc:PMC5058336","syn3157225","ttp://dx.doi.org/10.7303/syn3157225 Synapse Zou F. 2016 http"
"2252","16","pmc:PMC5058336","syn3157249","ttp://dx.doi.org/10.7303/syn3157249 Synapse Allen M. 2016 ht"
"2253","16","pmc:PMC5058336","syn3157268","ttp://dx.doi.org/10.7303/syn3157268 Synapse Allen M. 2016 ht"
"2254","16","pmc:PMC5058336","syn3163039","ttp://dx.doi.org/10.7303/syn3163039 Synapse Allen M. 2016 ht"
"2255","16","pmc:PMC5058336","syn5049298","ttp://dx.doi.org/10.7303/syn5049298 We thank the patients an"
"2256","16","pmc:PMC5082933","syn2468297","ww.synapse.org/#!Synapse:syn2468297/wiki/64259 . 25 Colapric"
"2257","16","pmc:PMC5083142","syn3219045","ww.synapse.org/#!Synapse:syn3219045 , details on the study g"
"2258","16","pmc:PMC5083142","syn2759792","dge Portal”: doi:10.7303/syn2759792. URLS: Human Brain Colle"
"2259","16","pmc:PMC5083142","syn3219045","ww.synapse.org/#!Synapse:syn3219045 1000 Genomes Phase 3 gen"
"2260","16","pmc:PMC5084341","syn1710466","ww.synapse.org/#!Synapse:syn1710466/version/2 . Authors’ con"
"2261","16","pmc:PMC5084460","syn4231880","ww.synapse.org/#!Synapse:syn4231880/wiki/235645 . Accessed J"
"2262","16","pmc:PMC5088659","syn3157699","ww.synapse.org/#!Synapse:syn3157699 . The microarray data ar"
"2263","16","pmc:PMC5088659","syn7221266","available at doi:10.7303/syn7221266. The R code and the R pa"
"2264","16","pmc:PMC5088659","syn7221264","available at doi:10.7303/syn7221264.2. Authors’ contribution"
"2265","16","pmc:PMC5124246","syn4231880","ww.synapse.org/#!Synapse:syn4231880 . Accessed 1 Oct 2016 62"
"2266","16","pmc:PMC5129546","syn4231880","w.synapse.org/--!Synapse:syn4231880/wiki/235645 (10 June 201"
"2267","16","pmc:PMC5130083","syn4229266","ttp://dx.doi.org/10.7303/syn4229266 15 Acknowledgement Datas"
"2268","16","pmc:PMC5130083","syn4229266","e Storage. 2016. 10.7303/syn4229266"
"2269","16","pmc:PMC5140783","syn1528312","ww.synapse.org/#!Synapse:syn1528312 . Elastic net prediction"
"2270","16","pmc:PMC5154510","syn1700525","ww.synapse.org/#!Synapse:syn1700525 ) if IHC was missing ( F"
"2271","16","pmc:PMC5161470","syn1446295","age under the Synapse ID syn1446295 , and has also been adop"
"2272","16","pmc:PMC5161470","syn1446295","ed algorithm (Synapse ID syn1446295 ), and modified it for f"
"2273","16","pmc:PMC5162102","syn2203662","re obtained via Synapse (syn2203662 at https://www.synapse.o"
"2274","16","pmc:PMC5162102","syn2203662","ww.synapse.org/#!Synapse:syn2203662 ). For each region, we s"
"2275","16","pmc:PMC5192600","syn3049712","ww.synapse.org/#!Synapse:syn3049712/files/ . The datasets of"
"2276","16","pmc:PMC5192600","syn2787209","ww.synapse.org/#!Synapse:syn2787209/files/ . Authors’ contri"
"2277","16","pmc:PMC5192600","syn3049712","ww.synapse.org/#!Synapse:syn3049712/files/ . 27. The DREAM5"
"2278","16","pmc:PMC5192600","syn2787209","ww.synapse.org/#!Synapse:syn2787209/files/ . 28. Meinshausen"
"2279","16","pmc:PMC5192825","syn2455683","ww.synapse.org/#!Synapse:syn2455683/wiki/64007 ), this datas"
"2280","16","pmc:PMC5199621","syn2280639","ww.synapse.org/#!Synapse:syn2280639 with public token ( in s"
"2281","16","pmc:PMC5200946","syn4260742","ttp://dx.doi.org/10.7303/syn4260742 22 The R code and docume"
"2282","16","pmc:PMC5200946","syn2813558","Challenge . 2015 10.7303/syn2813558 2 Guinney J Wang T Laaja"
"2283","16","pmc:PMC5200946","syn4260742","am KUStat . 2015 10.7303/syn4260742 23 Bühlmann P van de Gee"
"2284","16","pmc:PMC5219603","syn1729383","ww.synapse.org/#!synapse:syn1729383 and Lawrence et al. (201"
"2285","16","pmc:PMC5240621","syn5909526","ww.synapse.org/#!Synapse:syn5909526/files/ ). Technical Vali"
"2286","16","pmc:PMC5240621","syn5909526","ttp://dx.doi.org/10.7303/syn5909526 This research is support"
"2287","16","pmc:PMC5289223","syn3880435","ww.synapse.org/#!Synapse:syn3880435/wiki/ . Author contribut"
"2288","16","pmc:PMC5293552","syn3049712","w.synapse.org/# !Synapse:syn3049712/wiki/74628. 36 Hill S. H"
"2289","16","pmc:PMC5297640","syn1461153","http://www.snapage.org ; syn1461153) and corresponding clini"
"2290","16","pmc:PMC5308198","syn5576734","in Synapse [doi:10.7303/syn5576734].’ Due to the potentiall"
"2291","16","pmc:PMC5308198","syn6829807","ttp://dx.doi.org/10.7303/syn6829807.1 Synapse Webster D. E."
"2292","16","pmc:PMC5308198","syn6829810","ttp://dx.doi.org/10.7303/syn6829810.1 Synapse Webster D. E."
"2293","16","pmc:PMC5308198","syn6829811","ttp://dx.doi.org/10.7303/syn6829811.1 Synapse Webster D. E."
"2294","16","pmc:PMC5308198","syn6829808","ttp://dx.doi.org/10.7303/syn6829808.1 Synapse Webster D. E."
"2295","16","pmc:PMC5308198","syn6829809","ttp://dx.doi.org/10.7303/syn6829809.1 The authors wish to ac"
"2296","16","pmc:PMC5309787","syn2623706","ww.synapse.org/#!Synapse:syn2623706/wiki/ ). With the defaul"
"2297","16","pmc:PMC5321124","syn4732982","ducibility (DOI: 10.7303/syn4732982 ). 2.1.3 Multiply imputi"
"2298","16","pmc:PMC5321124","syn4732982","ttp://dx.doi.org/10.7303/syn4732982 31 Acknowledgements This"
"2299","16","pmc:PMC5321124","syn2813558","9-January 2016]. 10.7303/syn2813558 2 Cox DR : Regression mo"
"2300","16","pmc:PMC5321125","syn2813558","ww.synapse.org/#!Synapse:syn2813558/wiki/232674 . Table 1 gi"
"2301","16","pmc:PMC5322885","syn2290704","/www.synapse.org/Synapse:syn2290704/wiki/60828 ). Teams perf"
"2302","16","pmc:PMC5331210","syn4974668","ww.synapse.org/#!Synapse:syn4974668 . Author contributions G"
"2303","16","pmc:PMC5333373","syn4923029","ww.synapse.org/#!Synapse:syn4923029 ) using Synapse Python C"
"2304","16","pmc:PMC5333373","syn2759792","ww.synapse.org/#!Synapse:syn2759792/wiki/69613 ). Briefly, r"
"2305","16","pmc:PMC5333373","syn4551740","ww.synapse.org/#!Synapse:syn4551740 ). Genotyping was perfor"
"2306","16","pmc:PMC5333373","syn4923029","ww.synapse.org/#!Synapse:syn4923029 ) upon authentication by"
"2307","16","pmc:PMC5333606","syn4732239","ttp://dx.doi.org/10.7303/syn4732239 ( Zanin, 2016 ) Acknowle"
"2308","16","pmc:PMC5333606","syn4732239","se Storage, 2016 10.7303/syn4732239"
"2309","16","pmc:PMC5342106","syn1710282","in Synapse (doi:10.7303/syn1710282) [ 20 ] (MATERIALS AND M"
"2310","16","pmc:PMC5342106","syn1734155","east 70% of samples from syn1734155 plus 18 well-known cance"
"2311","16","pmc:PMC5342106","syn1710282","in Synapse (doi:10.7303/syn1710282) (Figure 1B ). Selection"
"2312","16","pmc:PMC5354650","syn1461151","ttps://www.synapse.org/, syn1461151) for the luminal A, lumi"
"2313","16","pmc:PMC5365222","syn4214500","ww.synapse.org/#!Synapse:syn4214500/wiki/231706 ) or directl"
"2314","16","pmc:PMC5369318","syn2512369","handling, and analysis (syn2512369) and the PCBC Bioinforma"
"2315","16","pmc:PMC5369318","syn2767699","ation metadata standard (syn2767699) for the initially donat"
"2316","16","pmc:PMC5369318","syn2767694","city and disease status (syn2767694). Metadata information w"
"2317","16","pmc:PMC5369318","syn2724700","ultured (using protocols syn2724700 and syn2724705) and stor"
"2318","16","pmc:PMC5369318","syn2724705","protocols syn2724700 and syn2724705) and stored (using proto"
"2319","16","pmc:PMC5369318","syn2724707","d stored (using protocol syn2724707). Each stem cell line wa"
"2320","16","pmc:PMC5369318","syn3103753","teratoma assay (protocol syn3103753) and karyotyped. Reports"
"2321","16","pmc:PMC5369318","syn2882774","for the teratoma assays (syn2882774) and karyotyping (syn267"
"2322","16","pmc:PMC5369318","syn2679104","882774) and karyotyping (syn2679104) are available. The line"
"2323","16","pmc:PMC5369318","syn2512371","ifferentiation protocol (syn2512371) was adapted from Zhang"
"2324","16","pmc:PMC5369318","syn2512373","ifferentiation protocol (syn2512373) was adapted from Chambe"
"2325","16","pmc:PMC5369318","syn2512372","ifferentiation protocol (syn2512372) was adapted from D’Amou"
"2326","16","pmc:PMC5369318","syn2512370","ifferentiation protocol (syn2512370). After differentiation,"
"2327","16","pmc:PMC5369318","syn3107327","uripotency marker genes (syn3107327). Data processing Each a"
"2328","16","pmc:PMC5369318","syn1773112","m analyses. FASTQ files (syn1773112) were aligned to the hum"
"2329","16","pmc:PMC5369318","syn5663983",") transcriptome ref. 14 (syn5663983) using Tophat 2.0.9 (ref"
"2330","16","pmc:PMC5369318","syn5664028","transcriptome reference (syn5664028) using corrections for s"
"2331","16","pmc:PMC5369318","syn2247799","and multi-mapped reads (syn2247799). Also, eXpress 1.4.0 (r"
"2332","16","pmc:PMC5369318","syn3270268","fy the transcript level (syn3270268) using UCSC’s knownGene"
"2333","16","pmc:PMC5369318","syn3351175","transcriptome reference (syn3351175). The resulting transcri"
"2334","16","pmc:PMC5369318","syn5008587","for downstream analyses (syn5008587). Alternative splicing e"
"2335","16","pmc:PMC5369318","syn3105745","rocal junction analyses (syn3105745). These analyses include"
"2336","16","pmc:PMC5369318","syn2247097","miRBase 20.0 (ref. 23 ) (syn2247097). miRNA expression was a"
"2337","16","pmc:PMC5369318","syn3355992","ified with seqbuster 24 (syn3355992) using the human miRBase"
"2338","16","pmc:PMC5369318","syn6185321","miRBase 21.0 (ref. 23 ) (syn6185321) of 2,588 annotated miRN"
"2339","16","pmc:PMC5369318","syn2233188","the minfi R package 25 (syn2233188). 15 samples were remove"
"2340","16","pmc:PMC5369318","syn2679103","reports were generated (syn2679103). Genetic analysis SNPs"
"2341","16","pmc:PMC5369318","syn2390898","depth using vcftools 27 (syn2390898). Data Records Data avai"
"2342","16","pmc:PMC5369318","syn1773109","ww.synapse.org/#!Synapse:syn1773109/wiki/218833 ) for furthe"
"2343","16","pmc:PMC5369318","syn1773109","ww.synapse.org/#!Synapse:syn1773109/wiki/63531 . Metadata co"
"2344","16","pmc:PMC5369318","syn2767699","100 terms is available (syn2767699). Term definitions and U"
"2345","16","pmc:PMC5369318","syn2767694","re available in Synapse (syn2767694). Complete metadata, inc"
"2346","16","pmc:PMC5369318","syn3156503","re also available: mRNA (syn3156503), miRNA (syn3219876), an"
"2347","16","pmc:PMC5369318","syn3219876","RNA (syn3156503), miRNA (syn3219876), and methylation (syn31"
"2348","16","pmc:PMC5369318","syn3156828","19876), and methylation (syn3156828). All assay-related file"
"2349","16","pmc:PMC5369318","syn2512369","vailable for public use (syn2512369). These include protocol"
"2350","16","pmc:PMC5369318","syn5762789","generated curated pages (syn5762789) for each of the publicl"
"2351","16","pmc:PMC5369318","syn2679104","onfirmed by karyotyping (syn2679104), and lines originating"
"2352","16","pmc:PMC5369318","syn6185100","annotated common donors (syn6185100). Validation of genomics"
"2353","16","pmc:PMC5369318","syn5008937","wnstream analysis (mRNA: syn5008937; miRNA: syn5014447; meth"
"2354","16","pmc:PMC5369318","syn5014447","mRNA: syn5008937; miRNA: syn5014447; methylation: syn4486559"
"2355","16","pmc:PMC5369318","syn4486559","syn5014447; methylation: syn4486559). We utilized principal"
"2356","16","pmc:PMC5369318","syn1773109","ww.synapse.org/#!Synapse:syn1773109/wiki/63531 ) ( Fig. 3 )."
"2357","16","pmc:PMC5369318","syn3461627","etween genes and miRNAs (syn3461627), genes and methylation"
"2358","16","pmc:PMC5369318","syn2775255","and methylation probes (syn2775255), and miRNAs and methyla"
"2359","16","pmc:PMC5369318","syn4895962","and methylation probes (syn4895962) to link together differ"
"2360","16","pmc:PMC5369318","syn1773109","ted to the PCBC project, syn1773109), we use a Synapse query"
"2361","16","pmc:PMC5369318","syn7511263","pse query 'select * from syn7511263 where dataType=mRNA AND"
"2362","16","pmc:PMC5369318","syn7511263","ableQuery('select * from syn7511263 where dataType=mRNA AND"
"2363","16","pmc:PMC5369318","syn1773109","ttp://dx.doi.org/10.7303/syn1773109 NCBI BioProject Daily K."
"2364","16","pmc:PMC5378169","syn1729383","pan-cancer mutation (ID syn1729383) and annotation files as"
"2365","16","pmc:PMC5378169","syn1695373","s as well as RNA-seq (ID syn1695373) and gene-specific SCNA"
"2366","16","pmc:PMC5378169","syn1695366","-specific SCNA data (IDs syn1695366 and syn169536 for normal"
"2367","16","pmc:PMC5378169","syn8076349","ided by R. Beroukhim (ID syn8076349) ( Zack et al. 2013 ). D"
"2368","16","pmc:PMC5378805","syn4921369","ww.synapse.org/#!Synapse:syn4921369/wiki/235539 ). Overall,"
"2369","16","pmc:PMC5382268","syn3388564",".synapse.org ; SynapseID syn3388564). We analysed only genes"
"2370","16","pmc:PMC5382268","syn3157275","ww.synapse.org SynapseID syn3157275). Probes with detection"
"2371","16","pmc:PMC5382268","syn4896408","ww.synapse.org SynapseID syn4896408). Five different quality"
"2372","16","pmc:PMC5382268","syn3388564","with the accession code syn3388564 ( https://www.synapse.or"
"2373","16","pmc:PMC5382268","syn3388564","ww.synapse.org/#!Synapse:syn3388564 ). H3K9Ac ChIP-seq data"
"2374","16","pmc:PMC5382268","syn4896408","with the accession code syn4896408 ( https://www.synapse.or"
"2375","16","pmc:PMC5382268","syn4896408","ww.synapse.org/#!Synapse:syn4896408 ). DNA methylation data"
"2376","16","pmc:PMC5382268","syn3157275","with the accession code syn3157275 ( https://www.synapse.or"
"2377","16","pmc:PMC5382268","syn3157275","ww.synapse.org/#!Synapse:syn3157275 ). Additional informatio"
"2378","16","pmc:PMC5387919","syn5556216","in the data repository (syn5556216; Data Citation 1). Each"
"2379","16","pmc:PMC5387919","syn5522788","The resulting VCF files (syn5522788; Data Citation 1) were t"
"2380","16","pmc:PMC5387919","syn5522790","ing the GATK pipeline 8 (syn5522790; Data Citation 1). Somat"
"2381","16","pmc:PMC5387919","syn6022465","amples for each patient (syn6022465 and syn6022474; Data Cit"
"2382","16","pmc:PMC5387919","syn6022474","patient (syn6022465 and syn6022474; Data Citation 1). Copy"
